City,MCC,MNC,LAC,CID,BSC,BSIC,ARFCN,BAND,F_DL (MHz),RXLEV (dBm),RXQUAL,SNR (dB),UL Speed (kbps),DL Speed (kbps),Latitude,Longitude,Speed (m/s),Height (m),Connection Type
Kolkata,405,864,6038,84335,12,14,65,900 MHz,940.863694401342,-79,1,26.57,341,1615,24.795337,83.645041,5.125165648847500,180.7701389574610,Data
Kolkata,405,868,7002,36593,13,16,20,900 MHz,949.2852639780710,-62,4,26.45,407,1412,28.023849,90.541019,16.75916676963780,443.828728322408,Data
Kolkata,405,872,8584,27659,48,29,94,900 MHz,957.1093240091460,-79,1,29.12,493,702,8.536323,77.467638,12.682776607152900,426.3007976196180,WiFi
Kolkata,405,868,2131,25202,50,29,44,900 MHz,956.249087659948,-71,0,27.06,88,1464,24.318137,71.661775,15.25931062674420,65.69392316882510,WiFi
Kolkata,405,874,7248,71121,2,41,76,900 MHz,953.1020887277320,-99,3,16.42,317,1702,13.284282,83.794352,17.92507964358170,164.00877932887900,WiFi
Kolkata,405,864,8269,48939,23,50,64,1800 MHz,956.2930838974540,-81,0,10.99,120,490,8.561257,84.903655,13.305987995691100,487.56718667787400,WiFi
Kolkata,405,864,2695,57173,40,41,70,900 MHz,944.7833023773890,-81,3,28.43,427,768,11.791649,73.245851,12.433257092339100,377.4693728665540,Data
Kolkata,405,864,7624,16220,3,39,99,900 MHz,959.0894333522690,-107,0,22.66,198,532,22.578749,76.212388,8.624612521514030,215.98282039405700,WiFi
Kolkata,405,874,5218,91973,25,25,56,900 MHz,935.7578202301350,-79,2,9.98,284,703,29.909423,84.304894,6.873805878635060,354.66566911272500,WiFi
Kolkata,405,868,1393,52384,12,25,20,900 MHz,944.4543182026400,-92,0,23.2,101,770,8.577931,95.644173,4.129489938925010,235.95352466476200,Data
Kolkata,405,872,5531,36452,9,13,108,900 MHz,948.7864721575510,-81,2,22.6,124,864,32.746618,76.609272,8.554415379879980,367.76636111766800,Data
Kolkata,405,864,3324,90607,49,12,63,900 MHz,944.7341618101480,-84,5,29.24,267,1068,31.863025,76.323022,13.877030561017400,268.5998062687020,WiFi
Kolkata,405,872,3103,51751,13,53,27,1800 MHz,959.68347073696,-106,3,5.89,201,1533,24.992071,87.551811,15.311645088575100,10.813149603677600,WiFi
Kolkata,405,864,6072,75689,36,52,9,900 MHz,956.7256137844280,-60,2,9.77,315,297,8.530221,68.767168,10.955765973243300,171.40373981896000,Data
Kolkata,405,864,4661,32522,17,8,35,1800 MHz,940.5111399067900,-62,7,13.41,455,951,11.368256,82.269043,3.638775040184940,210.56434496259400,Data
Kolkata,405,872,2175,24915,32,57,7,1800 MHz,955.5143476023590,-74,6,11.36,170,1876,10.507862,91.078011,5.032193026302210,64.17537997671800,WiFi
Kolkata,405,868,6716,94839,30,21,93,900 MHz,944.3344912062900,-87,6,6.98,359,458,24.650108,96.610656,16.559676716198800,319.59275701967300,Data
Kolkata,405,874,1482,29538,5,24,114,900 MHz,948.3439560406700,-63,3,9.61,387,518,29.706622,72.453298,9.315365085639190,312.15176800678400,WiFi
Kolkata,405,874,5150,65069,25,3,84,900 MHz,944.6612356476120,-74,1,26.9,112,1884,32.907776,84.366798,9.463588857488530,91.4706783205157,Data
Kolkata,405,874,2277,59340,15,5,29,900 MHz,937.6169544746720,-106,1,27.19,210,763,26.998025,93.314845,4.784178988449020,182.3381848497390,Data
Kolkata,405,868,8023,64911,40,52,88,1800 MHz,952.317200948914,-61,1,17.88,371,768,30.754947,78.013795,19.971311623996700,293.8662507884450,WiFi
Kolkata,405,868,3398,29973,13,51,105,900 MHz,941.1999460718970,-105,3,9.76,462,1738,16.661723,70.949637,15.270769011593200,463.5975015499990,WiFi
Kolkata,405,874,9885,71245,27,43,65,900 MHz,958.404644331376,-65,4,12.23,150,568,24.087783,76.721547,13.440498354257900,331.2994978420120,Data
Kolkata,405,872,8266,24206,20,22,30,900 MHz,947.998102597003,-97,0,21.93,259,957,14.944931,71.143595,1.1776394747353400,128.02493322887500,Data
Kolkata,405,872,2620,44041,13,36,98,900 MHz,955.7927608695200,-107,5,21.03,184,407,23.498801,90.077563,1.960622263718780,191.6673678453860,Data
Kolkata,405,872,9067,18423,28,7,60,900 MHz,956.0371553655090,-82,1,27.58,396,1092,28.077484,92.741413,9.15802172180599,374.1507057212090,WiFi
Kolkata,405,868,4506,89930,17,15,95,1800 MHz,942.2870995027400,-94,5,20.6,475,976,16.595344,70.333099,7.25333500275088,66.0235154947022,WiFi
Kolkata,405,864,9560,36339,4,34,21,1800 MHz,936.2592623153470,-73,7,17.48,500,427,24.058902,75.989704,17.759668994272100,19.267911368449300,WiFi
Kolkata,405,874,4707,89943,6,8,6,1800 MHz,936.5520395536980,-91,0,5.19,261,1322,14.430976,70.526875,16.706310833211700,425.0895558799930,WiFi
Kolkata,405,868,6450,84410,39,12,81,900 MHz,935.9398328431640,-78,3,7.85,93,729,28.28735,79.648569,8.706547012547840,359.16225451206200,Data
Kolkata,405,864,7515,23485,45,29,99,900 MHz,948.0398704119510,-109,1,14.54,264,1675,10.313114,71.594738,2.254550515923620,22.03559279922260,Data
Kolkata,405,868,5718,69241,13,50,106,900 MHz,937.8078946088360,-102,2,6.51,289,713,19.451906,93.715608,3.422266316969160,5.865351443945950,Data
Kolkata,405,872,2484,99949,16,1,39,1800 MHz,948.1060835357700,-64,5,28.63,73,1353,20.602256,78.112413,4.654194099685750,429.0274649290970,Data
Kolkata,405,863,8246,42976,15,8,70,1800 MHz,946.1134396720760,-74,1,29.947733267287600,87,658,22.65864359223500,88.36494197839680,4.802759012222340,282.41172336923500,Data
Kolkata,405,869,1448,49830,40,11,117,900 MHz,936.2052053008990,-58,1,25.753332909343900,640,517,22.576097144072300,88.45108568065790,15.860352565918900,110.08381327601700,WiFi
Kolkata,405,865,3843,30741,14,5,78,2100 MHz,939.3102391554770,-73,1,21.557985674438100,980,1788,22.631487654463100,88.43814969271060,5.8040890630817800,265.8637154518460,Voice
Kolkata,405,866,2930,55789,18,52,24,1800 MHz,949.9428598545310,-97,1,19.014283379126300,580,1682,22.520417053447500,88.30765695290390,6.645908543915590,6.243892971297740,Voice
Kolkata,405,869,7319,19870,27,31,8,1800 MHz,957.926682492848,-99,3,22.057805991625600,622,941,22.594267162963700,88.2950698623385,17.544830693629900,156.735271862355,WiFi
Kolkata,405,873,4933,23918,13,26,110,1800 MHz,945.9195321245910,-94,4,20.127131043041400,314,1465,22.5908168214668,88.35039522286690,17.706318796979000,95.2215450897273,WiFi
Kolkata,405,869,2232,33417,25,7,127,900 MHz,942.4279940768470,-51,0,17.48982463004220,470,164,22.565235213038400,88.42820891656290,9.608517811120100,105.53675798827700,Voice
Kolkata,405,872,2282,67609,14,31,49,1800 MHz,954.0762856011970,-101,0,26.908593906537200,367,1373,22.490126697272500,88.29193879757530,1.8243463509298500,241.52562887869000,Data
Kolkata,405,866,8546,92576,15,50,45,900 MHz,936.980293453013,-51,1,3.2177496868919000,460,1874,22.53573581615140,88.26661785019040,11.334443184922200,279.3886891573850,Voice
Kolkata,405,867,8488,25950,39,60,72,900 MHz,955.8570440842470,-73,4,17.08480593719390,300,961,22.578469692293100,88.36799809328810,0.24580158636101400,209.78523227698700,WiFi
Kolkata,405,865,1446,19977,37,44,77,1800 MHz,956.4927459125430,-73,6,23.801995317789400,192,998,22.52488426533030,88.28410308836720,14.207344114044100,215.78048711507400,Voice
Kolkata,405,864,5878,19557,37,46,65,2100 MHz,959.1702722427500,-78,3,3.0970286980140000,338,652,22.605837496490600,88.29498157546310,3.9406073447902100,128.6921101354950,Voice
Kolkata,405,874,5911,47996,12,61,97,1800 MHz,953.9829947667340,-68,3,15.667520562772500,268,996,22.570427103464600,88.44825961450060,13.310542712476900,168.83854422439400,Voice
Kolkata,405,872,3484,54043,46,17,105,1800 MHz,941.9168338765240,-95,4,11.371670595196500,861,1832,22.578169074264900,88.3882938684221,1.6920850131419400,120.13460428064800,Voice
Kolkata,405,864,6550,42566,35,20,118,900 MHz,948.3418086583670,-89,0,11.566313485658300,528,1312,22.550666092172900,88.38880650375060,0.001482368793255250,202.59419261523200,WiFi
Kolkata,405,872,5188,28903,27,45,9,1800 MHz,947.6137768374320,-70,0,18.148339139100300,993,1742,22.660669299624600,88.44383548747180,15.244823720234400,179.8050743172200,Voice
Kolkata,405,872,1025,16321,33,34,26,1800 MHz,940.3489773046040,-106,2,8.878806779214750,721,473,22.645052160302200,88.37647499462120,9.8600134111952,290.55847612204000,Data
Kolkata,405,873,2271,32681,37,23,60,2100 MHz,942.1540958171340,-71,6,9.378432531837000,481,1885,22.493236671973100,88.4474776440571,16.314390458191500,189.37581257638300,Voice
Kolkata,405,861,9465,76712,42,4,87,2100 MHz,937.5798627393520,-56,0,6.053452135846370,293,1190,22.570720644168900,88.43407705348800,10.868641017458400,107.19947067843300,Voice
Kolkata,405,863,7977,80070,16,55,125,900 MHz,951.1572023804470,-95,5,28.66132840904140,422,299,22.592027298845800,88.35348641480210,19.271903691761400,118.33186383749000,WiFi
Kolkata,405,865,9209,56860,44,4,70,900 MHz,946.2316184913130,-74,4,28.86472477149610,183,1798,22.571184773860300,88.26663707395500,10.921809564152400,152.66041398893000,Data
Kolkata,405,862,7713,76423,13,17,8,2100 MHz,942.3951307790200,-99,5,26.069216575387400,473,1444,22.583379305562500,88.31136346851950,17.77725188610580,101.51250015923200,WiFi
Kolkata,405,872,6619,81762,16,40,101,1800 MHz,940.5117422085270,-90,3,22.204384948586500,490,962,22.527102624853400,88.40032024702080,12.068784774347200,282.10872115849500,Data
Kolkata,405,861,5589,83356,28,19,79,2100 MHz,940.7099375619180,-62,5,15.801724365378000,546,1084,22.49064789483180,88.44524309117060,6.409721271969140,185.53056588642700,Voice
Kolkata,405,874,6928,38893,46,28,8,2100 MHz,938.7713297130350,-73,4,29.262309014402500,473,1991,22.585479089384600,88.3704710124394,1.7772223423480800,151.78768416279400,WiFi
Kolkata,405,867,2637,52290,47,28,48,2100 MHz,937.9648905098020,-75,0,27.20206775818440,445,1871,22.659215577082900,88.4256126278028,7.743344596252100,108.68174240347600,Data
Kolkata,405,862,1271,63056,34,41,127,900 MHz,949.232795692736,-79,5,28.745715260362700,562,941,22.669156175805100,88.26753587178930,18.665104425856900,183.2461536685660,WiFi
Kolkata,405,867,2530,68539,34,24,40,1800 MHz,937.4287522795210,-101,6,29.230056080418300,91,362,22.661012536337700,88.35216312978480,5.033152122635770,220.09570673125200,Data
Kolkata,405,867,5623,11882,46,45,39,900 MHz,939.9688255737260,-78,4,3.32824597673996,348,1474,22.544185545517200,88.26591069996740,18.246501040760000,265.2502432967380,Data
Kolkata,405,862,3569,89456,19,36,30,2100 MHz,937.0161125977030,-73,5,12.987108485746900,817,410,22.67172140367240,88.38289582539070,9.651267062970650,80.05065318725070,Voice
Kolkata,405,873,7813,46303,27,33,45,900 MHz,935.4390208488640,-106,5,18.811756680804200,159,1948,22.558297145558000,88.46069546808210,19.44327881238660,143.24487188888500,Voice
Kolkata,405,861,7651,83877,11,56,111,900 MHz,955.6104283270680,-84,4,24.12081039375070,967,1736,22.520561939280800,88.37307021580140,8.650594084764250,151.89212916411800,Voice
Kolkata,405,863,6464,75510,43,7,90,900 MHz,953.0943988324900,-66,0,23.514590682207300,790,1698,22.53410562044380,88.41356240974750,7.850983505915980,25.67865541441850,WiFi
Kolkata,405,865,3755,49163,35,16,73,1800 MHz,956.6484944916230,-95,0,0.390715480023035,55,1495,22.533025817028800,88.37763666810680,10.653638404571800,172.64048486331100,Data
Kolkata,405,869,4716,55829,40,42,30,900 MHz,944.3553435852780,-75,1,16.27401228429140,445,647,22.59146607764940,88.45889551961180,4.163344192555970,184.90943314205900,Data
Kolkata,405,868,6249,98806,40,41,119,2100 MHz,947.0002583337550,-92,5,23.391992483670400,600,1009,22.49641012007040,88.32836669400480,9.298998541283330,159.94412670177400,Data
Kolkata,405,868,1568,28228,19,52,99,900 MHz,943.5665780110350,-69,3,14.881399078484100,254,539,22.636348427331300,88.38018427876530,16.639850873616300,4.870472267835070,Voice
Kolkata,405,871,3575,18967,35,54,14,2100 MHz,955.843679027325,-63,4,12.764240272095500,79,1462,22.60571459286770,88.29593052862380,6.281109220369300,66.08163684399690,WiFi
Kolkata,405,871,3232,62060,33,38,50,1800 MHz,937.8771363616970,-92,6,3.0948980557926000,536,1223,22.611795673581600,88.43228409176420,8.625191302486200,191.43084604433200,WiFi
Kolkata,405,866,9732,46569,20,10,33,900 MHz,958.4917253376720,-89,0,6.352084576897420,917,133,22.626808824528700,88.3888402610964,12.696454273840000,264.70932122021800,WiFi
Kolkata,405,862,3054,61743,44,31,18,1800 MHz,939.7328763711750,-76,2,8.951840661280380,157,212,22.541810637570600,88.37712393598480,5.4897996366361400,72.41627755554420,Data
Kolkata,405,865,6603,93835,32,46,68,1800 MHz,949.2306126470570,-52,0,25.6095528571491,985,1974,22.62223210611480,88.35951146747660,15.344287069989200,261.4340566915050,Data
Kolkata,405,863,8845,98812,14,55,119,1800 MHz,946.5209421502710,-63,6,9.7446721949399,837,847,22.631141857119000,88.26942888612420,14.592863368278600,137.26745998060300,Voice
Kolkata,405,868,1979,25046,37,61,25,900 MHz,953.239655099674,-64,6,28.16029753536630,320,1225,22.60939070482050,88.45054476157940,9.90584996542557,224.67812786162600,Data
Kolkata,405,872,3649,88108,48,53,21,2100 MHz,954.022095949305,-91,6,18.43769842078320,917,1718,22.50718263580080,88.4458052297173,3.11622424679467,57.60452690661540,Data
Kolkata,405,861,2444,95467,25,20,109,1800 MHz,953.5257069214120,-56,3,29.55303879953080,552,1596,22.505619790554800,88.34626378898140,5.905213601745340,288.3565743490510,Voice
Kolkata,405,860,6307,48728,32,21,116,2100 MHz,956.021251054908,-88,0,26.676261967471900,191,888,22.50387825053490,88.31562426317030,0.3954872878637030,191.7355005028910,WiFi
Kolkata,405,863,8588,88834,35,58,7,2100 MHz,953.1654898590690,-88,0,27.458246423636500,832,1975,22.530872891695500,88.32530627795450,12.231339457186200,172.07764666130800,WiFi
Kolkata,405,865,3522,61339,38,13,37,2100 MHz,950.6290487754250,-62,4,1.1458500433433700,135,728,22.506346633511500,88.45609011999580,6.429500026683860,241.42983523573300,WiFi
Kolkata,405,871,9729,86817,17,33,121,1800 MHz,959.5513852692160,-81,5,15.434781060936600,659,524,22.533734271669800,88.43611008392390,9.146182443024230,181.82380405130600,WiFi
Kolkata,405,869,3603,66921,24,40,68,2100 MHz,942.2998840476410,-95,0,3.2541377429017100,369,1070,22.4783582607782,88.34113549137750,17.223862128277800,198.4565969752880,Voice
Kolkata,405,860,4268,67508,38,23,27,900 MHz,939.0127814618530,-60,4,11.074262106639600,995,850,22.548482906183800,88.41809716436280,9.171494720981780,71.05707952401620,Voice
Lucknow,405,864,8378,29712,2,22,42,1800 MHz,941.8310515515710,-77,0,23.68,493,665,31.023817,85.63136,17.987775435921100,396.8944579479200,Data
Lucknow,405,868,5766,66396,24,40,115,900 MHz,948.4993853111490,-102,7,6.67,496,1519,35.280299,96.575107,17.51334956937210,332.04573159394500,Data
Lucknow,405,868,4471,61122,12,60,13,1800 MHz,943.9122455646710,-89,6,5.09,500,834,12.150626,83.175032,8.861524864248300,215.1686943023700,Data
Lucknow,405,874,3750,35489,22,43,119,900 MHz,955.8133395931390,-89,3,7.78,307,1344,21.37986,93.676741,16.564565536819400,49.01886210210990,Data
Lucknow,405,872,5374,37056,38,59,14,900 MHz,938.849758169998,-107,1,24.1,141,1258,30.236096,78.227572,19.10839488164710,254.62612046410000,WiFi
Lucknow,405,872,5974,20430,30,27,74,900 MHz,956.6450494891760,-75,2,16.9,128,1033,8.142351,95.882555,4.252972415578500,365.02600735615200,Data
Lucknow,405,872,8605,54543,32,24,106,1800 MHz,942.7632593222260,-78,2,24.94,446,972,34.620017,84.843819,4.789996975163250,365.325320138,Data
Lucknow,405,872,3990,73905,26,7,8,900 MHz,950.883252430978,-66,0,28.19,86,1561,25.093573,92.712222,4.357128699151810,331.3773128616840,Data
Lucknow,405,864,4586,88669,16,9,32,1800 MHz,945.1900130756780,-104,1,28.17,208,1916,30.322858,76.147266,2.6290252167781100,28.0945549480367,Data
Lucknow,405,874,8905,89951,50,5,5,1800 MHz,957.2784896090610,-80,4,25.1,173,1633,21.992137,71.347432,6.884549742752630,92.06035822749500,Data
Lucknow,405,868,3347,10421,38,29,7,900 MHz,947.2507288406820,-72,5,7.2,457,1022,23.983385,93.800659,3.638876195339840,101.54868828374200,WiFi
Lucknow,405,874,6646,83338,8,47,10,900 MHz,950.733019507072,-103,1,29.6,424,1656,14.11826,88.926321,12.214084492682300,25.24280945548560,WiFi
Lucknow,405,872,3251,31282,19,25,114,900 MHz,953.7616749792390,-91,2,7.77,340,1995,13.42857,82.191075,3.2530956999431100,139.22354117413100,Data
Lucknow,405,874,4505,78302,40,10,69,1800 MHz,944.994238424676,-80,0,11.19,264,1178,33.033308,74.740257,1.0370906825819900,294.95817734075500,WiFi
Lucknow,405,864,8615,80428,11,45,12,1800 MHz,942.230439791299,-107,4,28.79,355,1139,22.916522,78.157158,1.197936626362150,332.9238743322150,Data
Lucknow,405,864,3639,31225,45,43,17,900 MHz,935.0209343084270,-92,4,19.46,104,1833,8.42784,69.219548,6.800181099325900,235.01226217228200,WiFi
Lucknow,405,864,8760,22102,6,29,123,900 MHz,951.1477827195120,-107,5,18.54,267,1906,22.056705,94.248934,1.9993576160382700,290.34843055963000,Data
Lucknow,405,868,5326,42643,27,29,2,1800 MHz,940.9812110613480,-83,7,14.08,352,1196,11.245816,90.199603,0.3275113346442170,156.75570975881400,WiFi
Lucknow,405,874,3465,11225,40,21,78,1800 MHz,956.9616001917560,-79,6,7.83,205,1849,21.321313,92.010504,4.870092387134430,29.709236906359000,Data
Lucknow,405,868,4879,96721,35,57,119,900 MHz,951.7351791784740,-66,4,19.73,197,1935,12.212542,74.421375,7.601666425409270,352.0050726605400,Data
Lucknow,405,864,7721,43239,25,60,20,900 MHz,956.8781159392850,-99,1,11.1,359,1944,24.650969,89.919812,19.23602653142050,2.009492706734170,Data
Lucknow,405,868,9432,76503,21,35,86,900 MHz,944.74682356257,-110,7,10.08,115,395,23.234132,86.189764,7.705950494656530,454.1358965715650,Data
Lucknow,405,872,5631,37541,30,24,6,1800 MHz,940.9400579926290,-96,2,7.82,365,690,20.342448,95.240681,0.2524570701367560,244.7266190447300,WiFi
Lucknow,405,868,6835,25534,39,19,82,1800 MHz,935.7472595925880,-90,3,14.2,248,1162,16.516317,77.016635,16.446240103843700,483.3083060182670,Data
Lucknow,405,864,4320,80389,42,48,7,900 MHz,948.5016888754080,-99,6,21.17,486,1428,9.614259,86.920697,4.196388665346670,287.2841345470930,Data
Lucknow,405,874,9931,81944,25,47,18,1800 MHz,954.970525962707,-110,6,21.19,489,1959,33.589624,74.175412,3.708785655371140,459.73929668064900,Data
Lucknow,405,868,7341,81928,2,35,93,1800 MHz,939.0911984442800,-66,4,8.07,346,1571,31.962526,92.485549,4.504460264901300,153.09284797132800,Data
Lucknow,405,872,9650,91860,29,35,15,1800 MHz,957.8898414313570,-105,7,14.93,385,827,17.753702,73.752148,15.806912692917400,237.07023779806500,WiFi
Lucknow,405,874,5513,84527,11,35,36,900 MHz,946.2020081828640,-96,0,22.99,358,1999,16.608262,77.678031,8.44643262574197,160.3018826570780,WiFi
Lucknow,405,864,9675,56013,50,41,100,900 MHz,935.827027112259,-68,3,21.78,112,1507,29.388662,91.043983,15.907109070059600,204.57148062007900,Data
Lucknow,405,874,1277,22937,27,42,66,900 MHz,959.2668734399890,-70,2,7.36,256,669,28.312573,92.013692,14.646693337006200,377.1060210390800,WiFi
Lucknow,405,872,2512,67188,45,62,39,1800 MHz,958.34196088959,-76,0,20.59,176,1190,24.307137,68.726984,7.580849736866,213.99444547020300,Data
Lucknow,405,872,9674,10667,37,62,82,900 MHz,954.8877008039450,-105,0,9.63,205,1260,14.969726,75.549813,0.3039232842949470,21.913086935784900,Data
Lucknow,405,864,4916,78796,41,22,57,900 MHz,958.1422742657030,-90,4,23.82,182,778,34.644235,87.446929,10.167197496512500,489.2654849172960,Data
Lucknow,405,868,8025,58264,35,57,39,1800 MHz,955.1758238452530,-61,6,14.47,472,337,33.856316,79.581218,12.529713778761500,296.4904161768390,Data
Lucknow,405,864,1145,83743,32,18,13,1800 MHz,957.9340298786470,-73,3,11.25,74,827,25.624687,94.766638,17.910345466883200,367.7731127443970,WiFi
Lucknow,405,864,1545,50634,6,63,25,1800 MHz,936.070384131281,-68,5,7.54,469,1577,11.259721,71.21704,5.966347262106580,443.0484755249360,WiFi
Lucknow,405,868,2719,57258,41,8,73,1800 MHz,945.3629350025680,-90,7,11.52,349,690,11.604649,78.376977,8.246887239614060,145.46786054093100,WiFi
Lucknow,405,872,4927,50380,2,49,15,900 MHz,941.578623235036,-102,1,26.27,176,1765,15.360105,94.007592,17.23074836474060,326.66637197406000,Data
Lucknow,405,872,6971,85258,23,38,113,1800 MHz,956.932229338518,-79,5,25.43,240,1037,22.735525,85.673994,1.7874943795427400,35.32829410566200,Data
Lucknow,405,868,3535,82513,34,34,110,900 MHz,952.3826049971840,-104,2,8.25,254,344,31.150327,85.779369,3.7808510374533000,474.9831378983510,Data
Lucknow,405,874,7634,35899,40,56,75,900 MHz,945.3309842925600,-101,4,13.26,255,386,25.365025,89.962802,8.016884945438910,84.13522566794240,Data
Lucknow,405,874,9957,78095,23,60,6,1800 MHz,953.77813533275,-75,0,10.55,404,1301,36.403354,76.455872,4.457668764137560,447.1796094830590,WiFi
Lucknow,405,874,5612,31328,19,52,83,900 MHz,945.1892328161160,-63,2,11.46,74,1955,24.840487,85.778169,3.088343607022720,193.42320355908500,Data
Lucknow,405,868,6284,39662,39,59,67,1800 MHz,952.0649397361390,-97,3,15.45,398,950,23.142897,81.442767,11.70848228279850,360.1824433460400,Data
Lucknow,405,872,6623,40218,42,39,97,1800 MHz,947.5449510818430,-80,0,12.25,99,521,21.546757,78.045763,4.138960883195050,494.1020990365980,Data
Lucknow,405,868,7729,88261,45,55,85,900 MHz,944.408033710536,-64,3,14.93,108,822,9.294927,74.243446,8.951405485689820,54.4434860560884,WiFi
Lucknow,405,872,7601,55228,1,35,92,900 MHz,941.439819286856,-92,7,10.46,492,1455,28.487339,95.644762,18.21091168761340,148.62611925988700,Data
Lucknow,405,868,9470,94195,23,55,37,1800 MHz,951.8767736730730,-95,7,18.7,314,642,12.390625,85.348649,1.3092231269717700,76.10290278961670,WiFi
Lucknow,405,868,5553,25469,28,46,26,1800 MHz,939.0770512468340,-77,0,27.12,487,1611,34.236111,72.453443,15.563435851474300,128.79726208706500,Data
Lucknow,405,868,1214,78253,5,3,28,900 MHz,947.0527771874650,-92,3,22.78,376,876,36.866143,79.18277,5.8867006275767800,491.2385719262520,WiFi
Lucknow,405,864,4362,99057,27,12,39,1800 MHz,953.847803114954,-93,2,13.76,184,370,25.488923,74.264895,19.397683231996100,493.8610568969010,Data
Lucknow,405,864,4812,50526,23,55,78,1800 MHz,947.2702069552020,-84,0,6.49,171,1070,11.545365,81.177889,6.342562509877690,152.96126197274900,WiFi
Lucknow,405,861,3906,99007,29,46,117,900 MHz,939.457285603513,-53,3,12.075400506127200,455,1551,26.79734992922800,80.89945232012140,12.654521090854700,155.0081041525990,Voice
Lucknow,405,863,3841,19064,26,8,123,1800 MHz,940.2389271767090,-108,4,3.920156651972600,230,1077,26.839699723763100,81.0178555423113,8.416448376472570,162.99295352520000,Voice
Lucknow,405,874,7254,33600,39,58,53,2100 MHz,937.0030997965570,-71,2,22.44609139802220,805,455,26.818553977375400,80.87969036174690,0.2652682582556380,292.7118230411330,Voice
Lucknow,405,873,6478,11414,48,32,126,2100 MHz,951.959392338275,-85,4,4.374918768071740,883,1487,26.925838177288300,80.85980812392610,17.667355007770900,106.09647805860800,Voice
Lucknow,405,874,9858,40034,17,6,65,1800 MHz,947.3725977929570,-58,5,19.948760513877400,996,1121,26.86958038367360,81.01274696170810,16.605286941129900,172.18158024889400,WiFi
Lucknow,405,861,7252,29110,48,58,73,2100 MHz,942.5134506465420,-77,2,24.166077973486400,710,1475,26.781745564418500,80.96596352515690,19.812058498846300,276.5195400302770,WiFi
Lucknow,405,868,2542,47678,45,45,61,900 MHz,942.5624599357500,-54,1,15.197502547558600,736,1423,26.840506996279800,80.91354762331070,4.688499992220840,234.72354662658900,Data
Lucknow,405,865,4588,62776,43,23,59,900 MHz,940.2162258201430,-64,2,13.242377135223200,909,130,26.844926359379700,80.9428403495129,18.409284174247500,283.3105479813790,Voice
Lucknow,405,867,9843,17588,43,62,11,900 MHz,940.6310916769830,-80,3,13.2863150700958,933,152,26.92794644807880,80.8996582916969,9.768323777779120,184.01453925649700,Data
Lucknow,405,868,4366,29996,34,7,57,900 MHz,936.0298524634660,-59,5,7.6901817963037300,104,559,26.770635348847800,80.96648296700190,3.045617554964320,185.57745084591400,Voice
Lucknow,405,863,3575,91216,38,42,16,900 MHz,946.2856093199230,-62,5,16.658661715828800,813,901,26.83570449950250,81.01787709731230,12.099394952264300,72.56833976214970,Data
Lucknow,405,870,6804,43966,43,2,29,1800 MHz,959.0398324095400,-81,4,3.1593132069661400,804,331,26.910638244164700,80.9152691837914,19.1757562697696,233.13210645158200,WiFi
Lucknow,405,868,4908,87628,20,47,4,2100 MHz,948.1025754852690,-110,0,29.408006114340300,449,448,26.84297412469490,81.03911212682130,11.134381729072600,249.7682267622400,Data
Lucknow,405,871,2924,58389,42,17,75,1800 MHz,956.4192277073860,-67,6,21.826253055887600,494,397,26.911044149686200,80.8793451806881,5.013892207761560,164.180648781285,WiFi
Lucknow,405,864,7443,26790,42,16,122,2100 MHz,940.5999348491770,-51,4,5.083106598168230,124,1763,26.754372607371900,81.03886220903130,11.995631083631100,141.98315887064500,Data
Lucknow,405,861,4960,54765,36,60,27,1800 MHz,939.8007228268840,-99,5,8.13764567629485,593,914,26.79600166634330,80.98109983615300,16.95326079576960,242.48697637021500,Voice
Lucknow,405,872,4953,92896,12,32,12,2100 MHz,946.2960849150110,-80,4,1.398203097923500,339,1348,26.787473013275400,80.87615137755920,6.202636911447230,58.61547307250210,WiFi
Lucknow,405,866,4023,66299,22,50,56,900 MHz,939.6348838339030,-84,4,6.388581011102810,754,1313,26.772904292376800,81.00890347003880,15.05032464455130,173.67411905506500,Voice
Lucknow,405,862,8445,88236,41,22,111,900 MHz,954.8365465049290,-94,6,11.168178463535900,760,1687,26.88109771957900,80.99891810694330,3.2183893969619800,284.75386127541000,WiFi
Lucknow,405,862,5385,76540,18,49,54,1800 MHz,936.2469530476670,-97,5,2.5951004993232900,978,874,26.866672621345000,80.8666754986079,10.491684081152300,19.55390003180510,Voice
Lucknow,405,867,5823,41280,11,23,63,2100 MHz,942.2504676362530,-70,4,9.462664013497220,890,1326,26.76199865440260,80.9492458560042,18.21092498927480,22.38612184586270,Data
Lucknow,405,866,7728,52714,14,31,6,2100 MHz,936.0175915139360,-100,6,15.989638303138200,476,1245,26.893421056244000,80.85631908729180,3.1410184478004300,13.41910025078070,Voice
Lucknow,405,872,1319,67589,35,26,126,900 MHz,948.5053307129100,-92,6,4.325219748689720,508,500,26.84414208491880,80.86706457493130,8.241609688597080,171.26206779913700,Data
Lucknow,405,870,1177,86906,38,6,93,2100 MHz,939.2445224236400,-86,5,13.784075652303000,194,837,26.7837970982595,80.98097710301340,4.7071474372123800,28.854458092456300,WiFi
Lucknow,405,862,5279,27692,43,23,106,900 MHz,941.3456429175730,-80,2,13.265610732859,688,1034,26.78678395910970,80.94740954370270,0.36443678096821400,171.60114244895700,Voice
